Locus_tag,Chrs,Start,End,Strand,ID,Type,Old_locus_tag,Product,ProAccNo
M744_RS11895,CP006471,2416262,2417287,-,gene2402,protein_coding,M744_12485,phosphoribosylformylglycinamidine cyclo-ligase,WP_011377763.1
M744_RS11900,CP006471,2417841,2418041,+,gene2403,protein_coding,M744_12490,DUF2811 domain-containing protein,WP_011243002.1
M744_RS11905,CP006471,2418111,2418698,+,gene2404,protein_coding,M744_12495,protoporphyrinogen oxidase HemJ,WP_011243003.1
M744_RS11910,CP006471,2419173,2422184,+,gene2405,protein_coding,M744_12500,excinuclease ABC subunit UvrA,WP_011243004.1
M744_RS11915,CP006471,2422288,2423400,+,gene2406,protein_coding,M744_12505,twitching motility protein,WP_011243005.1
M744_RS11920,CP006471,2423439,2424257,+,gene2407,protein_coding,M744_12510,D-hexose-6-phosphate mutarotase,WP_011243006.1
M744_RS11925,CP006471,2424711,2425421,+,gene2408,protein_coding,M744_12515,PHP domain-containing protein,WP_011377760.1
M744_RS11930,CP006471,2425585,2426016,+,gene2409,protein_coding,M744_12520,hypothetical protein,WP_011243009.1
M744_RS11935,CP006471,2426115,2427455,+,gene2410,protein_coding,M744_12525,glutathione-disulfide reductase,WP_011377759.1
M744_RS11940,CP006471,2427509,2428849,-,gene2411,protein_coding,M744_12530,MSMEG_0569 family flavin-dependent oxidoreductase,WP_011243011.1
M744_RS11945,CP006471,2429047,2429529,+,gene2412,protein_coding,M744_12535,hypothetical protein,WP_011377758.1
M744_RS11950,CP006471,2429566,2430570,+,gene2413,protein_coding,M744_12540,Nit6803 family nitriliase,WP_011243013.1
M744_RS11955,CP006471,2430563,2431660,+,gene2414,protein_coding,M744_12545,MSMEG_0568 family radical SAM protein,WP_011377757.1
M744_RS11960,CP006471,2431709,2432341,+,gene2415,protein_coding,M744_12550,GNAT family acetyltransferase,WP_011377756.1
M744_RS11965,CP006471,2432338,2433354,+,gene2416,protein_coding,M744_12555,sll0787 family AIR synthase-like protein,WP_011377755.1
M744_RS11970,CP006471,2433732,2434859,-,gene2417,protein_coding,M744_12565,Holliday junction branch migration DNA helicase RuvB,WP_011377754.1
M744_RS11975,CP006471,2435285,2435938,-,gene2418,protein_coding,M744_12570,alpha/beta hydrolase,WP_011377753.1
M744_RS11980,CP006471,2436338,2437408,-,gene2419,protein_coding,M744_12580,hypothetical protein,WP_011377752.1
M744_RS11985,CP006471,2437528,2437728,-,gene2420,protein_coding,M744_12585,hypothetical protein,WP_039755803.1
M744_RS11990,CP006471,2437896,2438120,+,gene2421,protein_coding,,IS5 family transposase,WP_011243020.1
M744_RS11995,CP006471,2438515,2439117,+,gene2422,protein_coding,M744_12595,HD domain-containing protein,WP_011377751.1
M744_RS12000,CP006471,2439190,2440578,-,gene2423,protein_coding,M744_12600,asparagine--tRNA ligase,WP_011377750.1
M744_RS12005,CP006471,2440682,2441014,-,gene2424,protein_coding,M744_12605,lipoprotein-like,WP_011377749.1
M744_RS12010,CP006471,2441279,2441647,+,gene2425,protein_coding,M744_12610,DUF2237 domain-containing protein,WP_011243023.1
M744_RS12015,CP006471,2441717,2442763,+,gene2426,protein_coding,M744_12615,cobalamin biosynthesis protein CobW,WP_011377748.1
M744_RS12020,CP006471,2442892,2443827,-,gene2427,protein_coding,M744_12620,hypothetical protein,WP_011243025.1
M744_RS12025,CP006471,2443827,2444564,+,gene2428,protein_coding,M744_12625,NlpC/P60 family protein,WP_011243026.1
M744_RS12030,CP006471,2444625,2446331,-,gene2429,protein_coding,M744_12630,DUF2156 domain-containing protein,WP_011377746.1
M744_RS12035,CP006471,2446306,2447349,-,gene2430,protein_coding,M744_12635,AI-2E family transporter,WP_011243028.1
M744_RS12040,CP006471,2447431,2448456,-,gene2431,protein_coding,M744_12640,ABC transporter permease,WP_011243029.1
M744_RS12045,CP006471,2448443,2450044,-,gene2432,protein_coding,M744_12645,peptide ABC transporter substrate-binding protein,WP_011243030.1
M744_RS12050,CP006471,2450126,2450560,-,gene2433,protein_coding,M744_12650,hypothetical protein,WP_011377744.1
M744_RS12055,CP006471,2450634,2451299,-,gene2434,protein_coding,M744_12655,phosphoribosylformylglycinamidine synthase subunit PurQ,WP_011243032.1
M744_RS12060,CP006471,2451296,2451565,-,gene2435,protein_coding,M744_12660,phosphoribosylformylglycinamidine synthase subunit PurS,WP_011377743.1
M744_RS12065,CP006471,2451797,2452189,+,gene2436,protein_coding,M744_12665,transcriptional repressor,WP_011243034.1
M744_RS12070,CP006471,2452294,2454339,+,gene2437,protein_coding,M744_12670,GGDEF domain-containing protein,WP_011377742.1
M744_RS12075,CP006471,2454424,2455155,-,gene2438,protein_coding,M744_12675,ABC transporter ATP-binding protein,WP_011243036.1
M744_RS12080,CP006471,2455162,2455386,-,gene2439,protein_coding,M744_12680,ferredoxin family protein,WP_011243037.1
M744_RS12085,CP006471,2455419,2456681,-,gene2440,protein_coding,M744_12685,ATP phosphoribosyltransferase regulatory subunit,WP_011243038.1
M744_RS12090,CP006471,2456707,2457627,-,gene2441,protein_coding,M744_12690,J domain-containing protein,WP_011243039.1
M744_RS12095,CP006471,2457751,2459334,-,gene2442,protein_coding,M744_12695,sodium:proton antiporter,WP_011377741.1
M744_RS12100,CP006471,2459434,2459667,-,gene2443,protein_coding,M744_12700,hypothetical protein,WP_011377740.1
M744_RS12105,CP006471,2459705,2461447,-,gene2444,protein_coding,M744_12705,hypothetical protein,WP_011377739.1
M744_RS12110,CP006471,2461540,2463669,+,gene2445,protein_coding,M744_12710,haloacid dehalogenase,WP_011377738.1
M744_RS12115,CP006471,2463841,2464680,-,gene2446,protein_coding,M744_12715,DUF2887 domain-containing protein,WP_011243043.1
M744_RS12120,CP006471,2464694,2465425,-,gene2447,protein_coding,M744_12720,16S rRNA (uracil(1498)-N(3))-methyltransferase,WP_011243044.1
M744_RS12125,CP006471,2465425,2466171,-,gene2448,protein_coding,M744_12725,hypothetical protein,WP_011243045.1
M744_RS12130,CP006471,2466171,2467232,-,gene2449,protein_coding,M744_12730,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,WP_011243046.1
M744_RS12135,CP006471,2467231,2468013,+,gene2450,protein_coding,M744_12735,ABC transporter permease,WP_011243047.1
M744_RS12140,CP006471,2468016,2468684,-,gene2451,protein_coding,M744_12740,hypothetical protein,WP_081422171.1
M744_RS12145,CP006471,2468708,2469313,-,gene2452,protein_coding,M744_12745,superoxide dismutase [Fe],WP_039755809.1
M744_RS12150,CP006471,2469472,2470065,+,gene2453,protein_coding,M744_12750,chorismate-binding protein,WP_011377735.1
M744_RS12155,CP006471,2470136,2471710,+,gene2454,protein_coding,M744_12755,radical SAM protein,WP_039755810.1
M744_RS12160,CP006471,2471716,2472201,+,gene2455,protein_coding,M744_12760,crossover junction endodeoxyribonuclease RuvC,WP_011243052.1
M744_RS12165,CP006471,2472250,2472495,-,gene2456,protein_coding,M744_12765,hypothetical protein,WP_039755811.1
M744_RS12170,CP006471,2472800,2473345,-,gene2457,protein_coding,M744_12770,DUF721 domain-containing protein,WP_011377732.1
M744_RS12175,CP006471,2473473,2474084,+,gene2458,protein_coding,M744_12775,hypothetical protein,WP_011243054.1
M744_RS12180,CP006471,2474287,2475060,+,gene2459,protein_coding,M744_12780,membrane protein,WP_011243055.1
M744_RS12185,CP006471,2475259,2475927,+,gene2460,protein_coding,M744_12785,hypothetical protein,WP_011243056.1
M744_RS12190,CP006471,2476030,2477265,+,gene2461,protein_coding,M744_12790,MFS transporter,WP_011377731.1
M744_RS12195,CP006471,2477309,2478547,+,gene2462,protein_coding,M744_12795,CCA tRNA nucleotidyltransferase,WP_011377730.1
M744_RS12200,CP006471,2478810,2479238,+,gene2463,protein_coding,M744_12800,RNA-binding region RNP-1,WP_011377729.1
M744_RS12205,CP006471,2479353,2479676,+,gene2464,protein_coding,M744_12805,hypothetical protein,WP_011243060.1
M744_RS12210,CP006471,2479772,2480566,+,gene2465,protein_coding,M744_12810,glutathione S-transferase family protein,WP_011243061.1
M744_RS12215,CP006471,2480635,2481513,-,gene2466,protein_coding,M744_12815,purple acid phosphatase,WP_011243062.1
M744_RS12220,CP006471,2481578,2482444,-,gene2467,protein_coding,M744_12820,hypothetical protein,WP_011377728.1
M744_RS12225,CP006471,2482601,2484739,-,gene2468,protein_coding,,penicillin-binding protein 1A,WP_011377727.1
M744_RS13815,CP006471,2484672,2484989,-,gene2469,protein_coding,,hypothetical protein,WP_011243065.1
M744_RS12230,CP006471,2485275,2485931,+,gene2470,protein_coding,M744_12830,ATP phosphoribosyltransferase,WP_011243066.1
M744_RS12235,CP006471,2485964,2487760,+,gene2471,protein_coding,M744_12835,ABC transporter ATP-binding protein,WP_011377726.1
M744_RS12240,CP006471,2488000,2490516,+,gene2472,protein_coding,M744_12840,phosphoenolpyruvate synthase,WP_011377725.1
M744_RS12245,CP006471,2490562,2491935,+,gene2473,protein_coding,M744_12845,serine/threonine protein kinase,WP_011377724.1
M744_RS12250,CP006471,2491927,2494476,-,gene2474,protein_coding,M744_12850,HD family phosphohydrolase,WP_039756018.1
M744_RS12255,CP006471,2494482,2494946,-,gene2475,protein_coding,M744_12855,hypothetical protein,WP_011377722.1
M744_RS12260,CP006471,2494982,2495851,+,gene2476,protein_coding,M744_12860,bifunctional 5%2C10-methylene-tetrahydrofolate dehydrogenase/5%2C10-methylene-tetrahydrofolate cyclohydrolase,WP_011377721.1
M744_RS12265,CP006471,2495894,2496799,+,gene2477,protein_coding,M744_12865,polyprenyl synthetase family protein,WP_011243072.1
M744_RS12270,CP006471,2496799,2497278,+,gene2478,protein_coding,M744_12870,divergent PAP2 family protein,WP_011243073.1
M744_RS12275,CP006471,2497417,2498304,-,gene2479,protein_coding,M744_12875,alpha/beta hydrolase,WP_011243074.1
M744_RS12280,CP006471,2498380,2498928,+,gene2480,protein_coding,M744_12880,N-acetyltransferase,WP_039755814.1
M744_RS12285,CP006471,2498981,2499505,-,gene2481,pseudogene,M744_12885,hypothetical protein,0
M744_RS12290,CP006471,2499502,2499708,-,gene2482,protein_coding,M744_12890,hypothetical protein,WP_039755816.1
M744_RS12295,CP006471,2499719,2500366,-,gene2483,protein_coding,M744_12895,DNA damage-inducible protein,WP_011243082.1
M744_RS12300,CP006471,2500429,2500707,-,gene2484,protein_coding,M744_12900,hypothetical protein,WP_039755818.1
M744_RS13820,CP006471,2500851,2501069,+,gene2485,protein_coding,,XRE family transcriptional regulator,WP_071818112.1
M744_RS12305,CP006471,2501161,2501400,+,gene2486,protein_coding,M744_12905,XRE family transcriptional regulator,WP_011377714.1
M744_RS12310,CP006471,2501369,2501767,+,gene2487,protein_coding,M744_12910,XRE family transcriptional regulator,WP_081429504.1
M744_RS12315,CP006471,2502195,2502746,+,gene2488,protein_coding,M744_12915,DUF4065 domain-containing protein,WP_011243085.1
M744_RS12320,CP006471,2502746,2503060,+,gene2489,protein_coding,M744_12920,hypothetical protein,WP_039755820.1
M744_RS12325,CP006471,2503249,2503977,+,gene2490,protein_coding,M744_12925,hypothetical protein,WP_011243086.1
M744_RS12330,CP006471,2504203,2504793,-,gene2491,protein_coding,M744_12930,hypothetical protein,WP_011377712.1
M744_RS12335,CP006471,2504803,2506182,-,gene2492,protein_coding,M744_12935,hypothetical protein,WP_011377711.1
M744_RS13825,CP006471,2506375,2506797,-,gene2493,protein_coding,,DUF488 domain-containing protein,WP_011377710.1
M744_RS12340,CP006471,2506799,2507614,-,gene2494,protein_coding,M744_12940,hypothetical protein,WP_049749325.1
M744_RS12345,CP006471,2507886,2508350,-,gene2495,protein_coding,M744_12945,chain A%2C D20c mutant of T4 lysozyme,WP_011243089.1
M744_RS12350,CP006471,2508553,2508747,-,gene2496,protein_coding,M744_12955,hypothetical protein,WP_039755822.1
M744_RS12355,CP006471,2508747,2509325,-,gene2497,protein_coding,M744_12960,hypothetical protein,WP_011377708.1
M744_RS12360,CP006471,2509325,2509573,+,gene2498,protein_coding,M744_12965,hypothetical protein,WP_011377707.1
M744_RS12365,CP006471,2509595,2511037,-,gene2499,protein_coding,M744_12970,late control protein D,WP_011377706.1
M744_RS12370,CP006471,2511034,2511246,-,gene2500,protein_coding,M744_12975,phage tail protein,WP_011243092.1
M744_RS12375,CP006471,2511246,2512166,-,gene2501,protein_coding,M744_12980,hypothetical protein,WP_011243093.1
M744_RS12380,CP006471,2512166,2515018,-,gene2502,protein_coding,M744_12985,phage tail tape measure protein,WP_011377705.1
M744_RS12385,CP006471,2515142,2515432,-,gene2503,protein_coding,M744_12995,phage tail assembly protein,WP_011377704.1
M744_RS12390,CP006471,2515436,2515939,-,gene2504,protein_coding,M744_13000,phage major tail tube protein,WP_011377703.1
M744_RS12395,CP006471,2515936,2517360,-,gene2505,protein_coding,M744_13005,hypothetical protein,WP_011377702.1
M744_RS12400,CP006471,2517468,2517974,-,gene2506,protein_coding,M744_13010,hypothetical protein,WP_011377701.1
M744_RS12405,CP006471,2517978,2519141,-,gene2507,protein_coding,M744_13015,hypothetical protein,WP_011377700.1
M744_RS12410,CP006471,2519146,2520597,-,gene2508,protein_coding,M744_13020,hypothetical protein,WP_011377699.1
M744_RS12415,CP006471,2520601,2522616,-,gene2509,protein_coding,M744_13025,DUF4815 domain-containing protein,WP_011377698.1
M744_RS12420,CP006471,2522620,2523105,-,gene2510,protein_coding,M744_13030,hypothetical protein,WP_011243101.1
M744_RS12425,CP006471,2523204,2524043,-,gene2511,protein_coding,M744_13035,phage tail protein,WP_011243102.1
M744_RS12430,CP006471,2524040,2524879,-,gene2512,protein_coding,M744_13040,hypothetical protein,WP_011243103.1
M744_RS12435,CP006471,2524876,2525220,-,gene2513,protein_coding,M744_13045,phage baseplate protein,WP_011243104.1
M744_RS12440,CP006471,2525220,2525489,-,gene2514,protein_coding,M744_13050,hypothetical protein,WP_011243105.1
M744_RS13600,CP006471,2525486,2526046,-,gene2515,protein_coding,M744_13055,phage baseplate assembly protein V,WP_011377697.1
M744_RS12450,CP006471,2526027,2526269,-,gene2516,protein_coding,M744_13060,hypothetical protein,WP_039755825.1
M744_RS12455,CP006471,2526380,2527018,-,gene2517,protein_coding,M744_13065,hypothetical protein,WP_011377696.1
M744_RS12460,CP006471,2527011,2527322,-,gene2518,protein_coding,M744_13070,hypothetical protein,WP_011243107.1
M744_RS12465,CP006471,2527328,2527657,-,gene2519,protein_coding,M744_13075,DUF2190 domain-containing protein,WP_011243108.1
M744_RS12470,CP006471,2527705,2529579,-,gene2520,protein_coding,M744_13080,hypothetical protein,WP_011243109.1
M744_RS12475,CP006471,2529602,2531065,-,gene2521,protein_coding,M744_13085,phage portal protein,WP_011243110.1
M744_RS12480,CP006471,2531065,2531274,-,gene2522,protein_coding,M744_13090,hypothetical protein,WP_011243111.1
M744_RS12485,CP006471,2531402,2533282,-,gene2523,protein_coding,M744_13095,hypothetical protein,WP_011243112.1
M744_RS12490,CP006471,2533591,2534130,-,gene2524,protein_coding,M744_13100,hypothetical protein,WP_011243113.1
M744_RS12495,CP006471,2534345,2534950,-,gene2525,protein_coding,M744_13105,hypothetical protein,WP_011243114.1
M744_RS12500,CP006471,2534975,2535520,-,gene2526,protein_coding,M744_13110,hypothetical protein,WP_011243115.1
M744_RS12505,CP006471,2535790,2538333,-,gene2527,protein_coding,M744_13115,hypothetical protein,WP_011377695.1
M744_RS12510,CP006471,2538326,2538688,-,gene2528,protein_coding,M744_13120,VRR-NUC domain-containing protein,WP_011243117.1
M744_RS12515,CP006471,2538681,2540090,-,gene2529,protein_coding,M744_13125,helicase,WP_011243118.1
M744_RS12520,CP006471,2540309,2540752,-,gene2530,protein_coding,M744_13135,hypothetical protein,WP_011243119.1
M744_RS12525,CP006471,2540751,2541434,+,gene2531,protein_coding,M744_13140,hypothetical protein,WP_011243120.1
M744_RS12530,CP006471,2541731,2542813,+,gene2532,protein_coding,M744_13145,hypothetical protein,WP_011243121.1
M744_RS12535,CP006471,2542874,2543164,+,gene2533,protein_coding,M744_13150,hypothetical protein,WP_011377693.1
M744_RS12540,CP006471,2543167,2543370,+,gene2534,protein_coding,,hypothetical protein,WP_039755827.1
M744_RS12545,CP006471,2543367,2543705,+,gene2535,protein_coding,M744_13160,hypothetical protein,WP_011243122.1
M744_RS12550,CP006471,2543702,2543932,+,gene2536,protein_coding,M744_13165,hypothetical protein,WP_039755828.1
M744_RS12555,CP006471,2543925,2544428,+,gene2537,protein_coding,M744_13170,hypothetical protein,WP_011243123.1
M744_RS12560,CP006471,2544425,2545078,+,gene2538,protein_coding,M744_13175,hypothetical protein,WP_011243124.1
M744_RS12565,CP006471,2545105,2545629,+,gene2539,protein_coding,M744_13180,dCTP deaminase,WP_011243125.1
M744_RS12570,CP006471,2545835,2546035,+,gene2540,protein_coding,M744_13185,hypothetical protein,WP_039755829.1
M744_RS12575,CP006471,2546016,2546234,+,gene2541,protein_coding,M744_13190,hypothetical protein,WP_039755830.1
M744_RS12580,CP006471,2546210,2547310,-,gene2542,protein_coding,M744_13195,hypothetical protein,WP_011377692.1
M744_RS12585,CP006471,2547444,2547530,-,gene2543,tRNA,M744_13200,,
M744_RS12590,CP006471,2547577,2548833,-,gene2544,protein_coding,M744_13205,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,WP_071818111.1
M744_RS12595,CP006471,2549064,2549147,+,gene2545,tRNA,M744_13210,,
M744_RS12600,CP006471,2549306,2551012,+,gene2546,protein_coding,M744_13215,N-acetylmuramoyl-L-alanine amidase,WP_011243128.1
M744_RS12605,CP006471,2551083,2552306,+,gene2547,protein_coding,M744_13220,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin),WP_011243129.1
M744_RS12610,CP006471,2552406,2553683,+,gene2548,protein_coding,M744_13225,S41 family peptidase,WP_011243130.1
protein_coding,CP006471,2553859,2557152,-,gene2549,carB,M744_RS12615,carbamoyl-phosphate synthase large subunit,WP_011243131.1
M744_RS12620,CP006471,2557275,2557913,+,gene2550,protein_coding,M744_13235,DUF3318 domain-containing protein,WP_039755832.1
M744_RS12625,CP006471,2557916,2558245,-,gene2551,protein_coding,M744_13240,hypothetical protein,WP_011243133.1
M744_RS12630,CP006471,2558297,2560048,-,gene2552,protein_coding,M744_13245,hypothetical protein,WP_011243134.1
M744_RS12635,CP006471,2560115,2561584,+,gene2553,protein_coding,M744_13250,lysine decarboxylase,WP_011377691.1
M744_RS12640,CP006471,2561565,2562179,+,gene2554,protein_coding,M744_13255,precorrin-6B methylase,WP_011377690.1
M744_RS12645,CP006471,2562186,2562821,-,gene2555,protein_coding,M744_13260,transglutaminase family protein,WP_011243137.1
M744_RS12650,CP006471,2562808,2563443,-,gene2556,protein_coding,,Vat family streptogramin A O-acetyltransferase,WP_011243138.1
M744_RS12655,CP006471,2563476,2564684,-,gene2557,protein_coding,M744_13275,DNA-protecting protein DprA,WP_011377689.1
